mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.8175249576568604,0.4706197481091879,0.23691215515136718,0.06609620582608308,0.04565108108108109,0.017418243243243245,21,entropy,"{'min_samples_split': 0.04565108108108109, 'min_samples_leaf': 0.017418243243243245, 'max_depth': 21, 'criterion': 'entropy'}",0.9332715114979714,0.9324855417439474,0.9345572602964877,0.9337798131559473,0.9360294792749552,0.9340247211938617,0.0012082244023021607,9,0.9344480321745331,0.9367786702736787,0.9358620087456742,0.9339852127883613,0.9350591590638345,0.9352266166092165,0.0009987905628622178
1.1431851863861084,0.0743257007949253,0.1809828758239746,0.01248202272225414,0.01061954954954955,0.07647671171171172,19,gini,"{'min_samples_split': 0.01061954954954955, 'min_samples_leaf': 0.07647671171171172, 'max_depth': 19, 'criterion': 'gini'}",0.9103005356920487,0.9048090100890231,0.9138991679104004,0.9067157593926899,0.915100293280173,0.9101649532728671,0.0039724901095129,55,0.9123600553689478,0.9084152709694543,0.9115753093389137,0.907879534667328,0.9112795291988786,0.9103019399087046,0.0018022517367741397
1.1674468040466308,0.03902974699884552,0.19967174530029297,0.02141182409883108,0.03013711711711712,0.06356392792792794,20,gini,"{'min_samples_split': 0.03013711711711712, 'min_samples_leaf': 0.06356392792792794, 'max_depth': 20, 'criterion': 'gini'}",0.9117034246193582,0.9093359367513537,0.9137585305971072,0.9120012477212468,0.9136915330373796,0.912098134545289,0.0016180700503137914,49,0.9130795062450322,0.9138675021661551,0.9124587292638239,0.9132810652207078,0.911820963584089,0.9129015532959617,0.0007032099290793803
1.5314655780792237,0.047778271346370256,0.186270809173584,0.02060328953205209,0.007917117117117118,0.009810711711711712,26,entropy,"{'min_samples_split': 0.007917117117117118, 'min_samples_leaf': 0.009810711711711712, 'max_depth': 26, 'criterion': 'entropy'}",0.9450139187971143,0.9403343637027132,0.9440954167132132,0.943579534464062,0.9450278287959627,0.9436102124946132,0.0017290215119674856,4,0.9455394652172129,0.9469892913200963,0.9451498065487126,0.9457046416701657,0.9448600994926268,0.9456486608497627,0.000732534261867947
0.9789268493652343,0.017976284313841916,0.18548884391784667,0.020984014006158964,0.001010900900900901,0.09749752252252253,11,gini,"{'min_samples_split': 0.001010900900900901, 'min_samples_leaf': 0.09749752252252253, 'max_depth': 11, 'criterion': 'gini'}",0.8934823832513334,0.8930522562824987,0.8951806660560268,0.8957344535634612,0.8959940126971362,0.8946887543700912,0.001197716199853825,96,0.8948075285407491,0.8956747320416069,0.894564658526949,0.8947916081832794,0.8941385213461873,0.8947954097277544,0.0005016208750677325
1.0647337436676025,0.028627479826829862,0.19200825691223145,0.018148314744557813,0.0990991891891892,0.09599603603603604,24,entropy,"{'min_samples_split': 0.0990991891891892, 'min_samples_leaf': 0.09599603603603604, 'max_depth': 24, 'criterion': 'entropy'}",0.9002008062960746,0.8884546692282637,0.8984160063590818,0.9007480408937777,0.9010372639640979,0.8977713573482591,0.004746477915591756,88,0.9009114050069401,0.8920420954753245,0.9004329442985366,0.9002333522955319,0.8990857678088059,0.8985411129770279,0.003304386821799875
1.2191795825958252,0.030468235556275206,0.17724394798278809,0.00932029962994375,0.017125405405405407,0.03573637837837838,18,entropy,"{'min_samples_split': 0.017125405405405407, 'min_samples_leaf': 0.03573637837837838, 'max_depth': 18, 'criterion': 'entropy'}",0.9229183594640006,0.9231992939756726,0.926259179586188,0.9265453646679543,0.9269049154593887,0.9251654226306408,0.0017344356066557522,20,0.9255729037016566,0.9265391037707807,0.9266575697890592,0.9263206116354364,0.9251761937287036,0.9260532765251274,0.0005783941223712968
1.1184178352355958,0.01752500393222205,0.1917630672454834,0.034061138647742725,0.02873585585585586,0.0789791891891892,8,entropy,"{'min_samples_split': 0.02873585585585586, 'min_samples_leaf': 0.0789791891891892, 'max_depth': 8, 'criterion': 'entropy'}",0.9090711364481413,0.906589498907061,0.9085207299818968,0.9101899201061286,0.9126162662655087,0.9093975103417472,0.001987384958512692,66,0.9104782402472225,0.9112052894300268,0.9101060148114518,0.9099496851817265,0.9095953705410286,0.9102669200422913,0.0005482153809528687
1.2917792797088623,0.017994635553538793,0.18056235313415528,0.009971103254488764,0.056260630630630644,0.013814675675675675,15,gini,"{'min_samples_split': 0.056260630630630644, 'min_samples_leaf': 0.013814675675675675, 'max_depth': 15, 'criterion': 'gini'}",0.9305654251343521,0.9272045341774052,0.9303472945819644,0.9304746297504766,0.9299412344550246,0.9297066236198447,0.0012691198967522894,13,0.930698156494945,0.9314227803541218,0.930529652731836,0.9307905706615337,0.9299777540069467,0.9306837828498766,0.0004647494744500331
1.1684969425201417,0.05779129869860577,0.17648520469665527,0.016689966970897935,0.014523063063063064,0.01441527027027027,4,gini,"{'min_samples_split': 0.014523063063063064, 'min_samples_leaf': 0.01441527027027027, 'max_depth': 4, 'criterion': 'gini'}",0.9166112206857132,0.9135728948542511,0.9176826434074671,0.9167986557518351,0.9175508255099271,0.9164432480418387,0.0014937393073135331,38,0.9171875306860057,0.917756178878281,0.9165578838521444,0.9168643130007607,0.9165917788617759,0.9169915370557934,0.0004443283233553858
