mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,rank_train_score
0.12289276123046874,0.005840685449958098,0.008171272277832032,0.0031696150966418007,gini,21,0.008172727272727272,"OrderedDict([('criterion', 'gini'), ('max_depth', 21), ('min_samples_leaf', 0.008172727272727272)])",0.9447452114383893,0.9425948348423092,0.9487480616897264,0.9416551967564734,0.9453916808559063,0.944626997116561,0.0024715650892668107,44,0.9501503275404959,0.9506131117710158,0.9489756230679408,0.9496492259479633,0.9493622171619261,0.9497501010978684,0.0005771333623722617,44
0.12282328605651856,0.000833546410790085,0.006116104125976562,0.004994002290659311,gini,27,0.008172727272727272,"OrderedDict([('criterion', 'gini'), ('max_depth', 27), ('min_samples_leaf', 0.008172727272727272)])",0.9447452114383893,0.9425948348423092,0.9487480616897264,0.9416551967564734,0.9453916808559063,0.944626997116561,0.0024715650892668107,44,0.9501503275404959,0.9506131117710158,0.9489756230679408,0.9496492259479633,0.9493622171619261,0.9497501010978684,0.0005771333623722617,44
0.06030740737915039,0.0009922130503335232,0.0028730392456054687,0.00376513869854682,gini,27,0.09798181818181818,"OrderedDict([('criterion', 'gini'), ('max_depth', 27), ('min_samples_leaf', 0.09798181818181818)])",0.8970855376960616,0.8960585388594721,0.899259231442306,0.900174417183146,0.904134726817832,0.8993424903997636,0.002812213979742583,100,0.9007922692136271,0.9023195513198156,0.8984617101931925,0.9014069707806763,0.9004934209914298,0.9006947844997484,0.0012793551429415848,99
0.14621305465698242,0.00495544504753718,0.0028896331787109375,0.0037740619937853036,entropy,25,0.008172727272727272,"OrderedDict([('criterion', 'entropy'), ('max_depth', 25), ('min_samples_leaf', 0.008172727272727272)])",0.9457734921664901,0.9425816140054007,0.9475804049403774,0.9435995254676123,0.9453179744197829,0.9449706021999328,0.0017414641024769083,43,0.9506855797322539,0.9502274845459722,0.9498345450229855,0.9503200541252007,0.949325943182774,0.9500787213218371,0.0004636693090339705,43
0.06811418533325195,0.004388362482243857,0.007799863815307617,0.003985504713154423,gini,21,0.07578181818181819,"OrderedDict([('criterion', 'gini'), ('max_depth', 21), ('min_samples_leaf', 0.07578181818181819)])",0.9102791556712466,0.905811783669839,0.909128544119877,0.9085111612659325,0.908278000089743,0.9084017289633277,0.0014688833991622974,88,0.914409361509982,0.9119423475956817,0.9072773656206111,0.9107350023439903,0.9051152957257661,0.9098958745592063,0.0033158490564945513,88
0.06092538833618164,0.0006821820204378532,0.006557178497314453,0.0037139739403177635,gini,18,0.0878909090909091,"OrderedDict([('criterion', 'gini'), ('max_depth', 18), ('min_samples_leaf', 0.0878909090909091)])",0.8973633540765524,0.8984796879512477,0.9028738394597472,0.9019885878898825,0.9066238830259287,0.9014658704806717,0.003304803488804264,97,0.9008664501192886,0.9047060596780185,0.9011215682378868,0.9039916753904969,0.9030068115687464,0.9027385129988875,0.0015253045480946965,97
0.11688809394836426,0.005535592398222169,0.002917575836181641,0.0027151901223809636,gini,23,0.020281818181818182,"OrderedDict([('criterion', 'gini'), ('max_depth', 23), ('min_samples_leaf', 0.020281818181818182)])",0.9342712055009833,0.9304569042033929,0.9387044852797426,0.9337434505839096,0.9340955373825577,0.9342543165901173,0.002627197074805444,57,0.9374092156983483,0.9372988234593741,0.9362717011671883,0.9364005866700635,0.9357950937234197,0.9366350841436788,0.0006216831511303482,57
0.12087626457214355,0.0034166853241495167,0.006081056594848633,0.004217096820252818,gini,19,0.01019090909090909,"OrderedDict([('criterion', 'gini'), ('max_depth', 19), ('min_samples_leaf', 0.01019090909090909)])",0.9415802498192246,0.9420427140391078,0.9454375532578879,0.9406638400554673,0.9438526211874425,0.942715395671826,0.00171192061319508,49,0.9466792860336043,0.9476231250422064,0.9459046758524806,0.9468223292364879,0.9460218319531695,0.9466102496235898,0.0006196337794362891,50
0.09047942161560059,0.007394457920407192,0.00565948486328125,0.004681032710457332,entropy,26,0.05459090909090909,"OrderedDict([('criterion', 'entropy'), ('max_depth', 26), ('min_samples_leaf', 0.05459090909090909)])",0.9184654729833909,0.9133074857091216,0.9199189896974062,0.9170078834924889,0.9185966535314453,0.9174592970827705,0.0022714475254637097,76,0.9204644813463526,0.9179771700239684,0.9199107246109303,0.9205804851115739,0.9188602701348954,0.9195586262455441,0.0009977421813968789,76
0.11109762191772461,0.003585159675516362,0.009214496612548828,0.0009229772246416326,entropy,12,0.023309090909090908,"OrderedDict([('criterion', 'entropy'), ('max_depth', 12), ('min_samples_leaf', 0.023309090909090908)])",0.9321508731730385,0.9290582062722894,0.9329233586482136,0.9298550648081417,0.9325545120935939,0.9313084029990554,0.0015521728527845846,59,0.9341400919720358,0.9348394457581516,0.9334614104986256,0.9352192425001178,0.9336062525669,0.9342532886591662,0.0006834013730383643,59
0.06626009941101074,0.004190118014131951,0.008187389373779297,0.004093880967734328,gini,17,0.06871818181818183,"OrderedDict([('criterion', 'gini'), ('max_depth', 17), ('min_samples_leaf', 0.06871818181818183)])",0.9106141035842246,0.9065798135936216,0.9137709189909353,0.9089932090446817,0.9129756779237637,0.9105867446274454,0.0026245597401177473,83,0.9141435022636446,0.9123521890019753,0.9132918461413938,0.9106300764930687,0.9101349795933199,0.9121105186986804,0.0015284910937772573,84
0.07571015357971192,0.004781970870077226,0.010260248184204101,9.407775990380783e-05,entropy,7,0.06770909090909091,"OrderedDict([('criterion', 'entropy'), ('max_depth', 7), ('min_samples_leaf', 0.06770909090909091)])",0.9059069156739931,0.9081839500158795,0.9161673751255629,0.9087228112510818,0.9127351394522827,0.91034323830376,0.003649959699558233,85,0.9097613925011762,0.914214603375547,0.9148060069844396,0.9127467171457866,0.9127903253483285,0.9128638090710556,0.001745902456458048,82
0.09355149269104004,0.0032349709389424075,0.005758428573608398,0.003964749835145103,entropy,21,0.043490909090909094,"OrderedDict([('criterion', 'entropy'), ('max_depth', 21), ('min_samples_leaf', 0.043490909090909094)])",0.9207030342707618,0.9214576340880347,0.9239369156015128,0.9200719884709682,0.9224220768509809,0.9217183298564517,0.0013584262886181878,70,0.92212117963857,0.9259387675385501,0.9232699591587181,0.9240051625790119,0.9226905550963371,0.9236051248022374,0.0013233885028901945,70
0.0907125473022461,0.0010197298810708183,0.0028695583343505858,0.0027164683759900005,gini,24,0.04046363636363637,"OrderedDict([('criterion', 'gini'), ('max_depth', 24), ('min_samples_leaf', 0.04046363636363637)])",0.9231508818828429,0.920686468342358,0.9262704882215727,0.9240601784789626,0.9260751682176739,0.924048637028682,0.0020568775931279542,68,0.9259431531455181,0.9255693845596705,0.9264193450709914,0.9266554572699274,0.9261894208719702,0.9261553521836156,0.00037665488329436926,68
0.15893983840942383,0.00461320075018488,0.007310009002685547,0.0027065366678647495,entropy,11,0.005145454545454546,"OrderedDict([('criterion', 'entropy'), ('max_depth', 11), ('min_samples_leaf', 0.005145454545454546)])",0.9500868564181788,0.9479571678348551,0.9521321883709346,0.9479884775006447,0.9497931120985968,0.949591560444642,0.0015480210307830214,40,0.9574287475445917,0.9557924656268751,0.9561583134088311,0.9569340154391184,0.9553817669845883,0.956339061800801,0.000746891635468709,40
0.07036943435668945,0.004434986897223473,0.005121707916259766,0.005563930796421346,gini,5,0.09596363636363638,"OrderedDict([('criterion', 'gini'), ('max_depth', 5), ('min_samples_leaf', 0.09596363636363638)])",0.8971226196101448,0.8960585388594721,0.899033244861836,0.9003784952825824,0.9043677361796981,0.8993921269587467,0.002902477533775228,98,0.9008529567423063,0.9023195513198156,0.8985658339641492,0.9016176700435757,0.9006975245353432,0.9008107073210379,0.0012634754285902603,98
0.08269071578979492,0.0023398814577624523,0.006777477264404297,0.0006676945812255019,entropy,24,0.07073636363636364,"OrderedDict([('criterion', 'entropy'), ('max_depth', 24), ('min_samples_leaf', 0.07073636363636364)])",0.9059069156739931,0.9078356043270791,0.9118810160382719,0.9086561302383322,0.9096548624310379,0.9087869057417428,0.0019770324603177298,86,0.9097613925011762,0.9140166760422984,0.9104293881122819,0.9118376858968985,0.9086865490832494,0.9109463383271809,0.0018438793744251884,86
0.08696069717407226,0.0031153257332519036,0.007402563095092773,0.0013572486983898593,gini,7,0.055600000000000004,"OrderedDict([('criterion', 'gini'), ('max_depth', 7), ('min_samples_leaf', 0.055600000000000004)])",0.9169244271411685,0.9113244380101179,0.9187251483701219,0.9180963188713088,0.9203610769105243,0.9170862818606482,0.0030872441537909997,77,0.9197137728468503,0.916265870426904,0.9193579987959851,0.9201800331732201,0.9196076141361399,0.9190250578758199,0.0014051073325507576,77
0.06994051933288574,0.0035164388267605435,0.007769536972045898,0.001334568873902785,gini,6,0.0989909090909091,"OrderedDict([('criterion', 'gini'), ('max_depth', 6), ('min_samples_leaf', 0.0989909090909091)])",0.8970855376960616,0.8959094403067644,0.8990983485594928,0.9005066028069981,0.904134726817832,0.8993469312374298,0.0028726246766364342,99,0.9007922692136271,0.9022874471277508,0.8982424942478575,0.9015808585728617,0.9004934209914298,0.9006792980307055,0.0013699839683371073,100
0.1364509105682373,0.014979306665379541,0.008104658126831055,0.003001091413392749,gini,13,0.028354545454545455,"OrderedDict([('criterion', 'gini'), ('max_depth', 13), ('min_samples_leaf', 0.028354545454545455)])",0.9279172638799339,0.9269823827200477,0.9313432639125935,0.9297728054320095,0.9311602745703172,0.9294351981029804,0.0017349933872401258,61,0.9319359771712397,0.9322089785609268,0.9311848699219216,0.9319114840202497,0.9316605858267676,0.931780379100221,0.0003446964946967766,61
0.06988639831542968,0.002611511009595689,0.006002569198608398,0.0036340226480871232,gini,27,0.06670000000000001,"OrderedDict([('criterion', 'gini'), ('max_depth', 27), ('min_samples_leaf', 0.06670000000000001)])",0.9106141035842246,0.9065359109072837,0.9145687905880718,0.9089932090446817,0.9122074274861255,0.9105838883220775,0.002736151317562979,84,0.9141435022636446,0.9123714787609908,0.9140098914800229,0.9106300764930687,0.9098666371789527,0.9122043172353358,0.0017315577878533953,83
0.22133297920227052,0.023464748295490355,0.007017946243286133,0.0026878902861253544,entropy,13,0.0011090909090909092,"OrderedDict([('criterion', 'entropy'), ('max_depth', 13), ('min_samples_leaf', 0.0011090909090909092)])",0.9555821278449391,0.951882219032874,0.9536642203468966,0.9538385438659716,0.9555812162739082,0.9541096654729179,0.0013832608666645234,25,0.9728806955574778,0.9737425250433119,0.9724242983533969,0.9734139604956802,0.9726551622908,0.9730233283481333,0.00048673702435490877,24
0.16903719902038575,0.007208508686349682,0.009493494033813476,0.00111039422397688,gini,26,0.0011090909090909092,"OrderedDict([('criterion', 'gini'), ('max_depth', 26), ('min_samples_leaf', 0.0011090909090909092)])",0.9537297574801121,0.9500809371005293,0.9563008790176505,0.9498439065655058,0.9572299611472858,0.9534370882622166,0.0030609652990511863,28,0.9729684630273024,0.9730957679785058,0.9728754157535261,0.9737910543790136,0.9722633804139695,0.9729988163104636,0.0004886830793672237,25
0.08004469871520996,0.005170859674776954,0.009569454193115234,0.003767870064431111,entropy,19,0.07174545454545456,"OrderedDict([('criterion', 'entropy'), ('max_depth', 19), ('min_samples_leaf', 0.07174545454545456)])",0.9059069156739931,0.906527386846792,0.9118810160382719,0.9085545220257888,0.9096548624310379,0.9085049406031768,0.00216255017343708,87,0.9097613925011762,0.9118520345284992,0.9104293881122819,0.9117150218172706,0.9086865490832494,0.9104888772084955,0.0011952228330911936,87
0.06930155754089355,0.002937938413879116,0.006241846084594727,0.003769663748864228,entropy,18,0.09394545454545455,"OrderedDict([('criterion', 'entropy'), ('max_depth', 18), ('min_samples_leaf', 0.09394545454545455)])",0.9015587238647975,0.9007549314352951,0.9040837552629171,0.9023728599495473,0.899822988431975,0.9017186517889064,0.0014539309601156205,95,0.9051580805662182,0.9064599320326684,0.9021035793806257,0.9043975242914989,0.897836221133495,0.9031910674809012,0.003028767529673275,95
0.07303857803344727,0.003785324932814489,0.00875539779663086,0.0018676953145736184,entropy,20,0.07477272727272728,"OrderedDict([('criterion', 'entropy'), ('max_depth', 20), ('min_samples_leaf', 0.07477272727272728)])",0.9053054461533336,0.9024767980457401,0.9131943236369056,0.9060619806192164,0.9055254724975393,0.906512804190547,0.0035656086971930885,89,0.9093059480670121,0.9084045374674256,0.9098747477737508,0.9083243555399482,0.9042807472989054,0.9080380672294084,0.0019654328649225204,89
0.19924473762512207,0.00936857411744629,0.008343935012817383,0.004532351380937521,entropy,25,0.0011090909090909092,"OrderedDict([('criterion', 'entropy'), ('max_depth', 25), ('min_samples_leaf', 0.0011090909090909092)])",0.9560963450081074,0.9516754727652637,0.9547068401630004,0.9535966104235015,0.9559534051842205,0.9544057347088188,0.0016403124073507578,5,0.9741210665474455,0.9744369744008669,0.9733010296205241,0.9742814996234798,0.9730974615650156,0.9738476063514664,0.0005425609406111475,1
0.07749028205871582,0.0046798083228647164,0.004266357421875,0.0027202699406929163,gini,10,0.058627272727272736,"OrderedDict([('criterion', 'gini'), ('max_depth', 10), ('min_samples_leaf', 0.058627272727272736)])",0.914972210081054,0.9110496087277857,0.9186082399827599,0.9178229077911354,0.9204051911609126,0.9165716315487294,0.003269878606762621,78,0.9191531925851583,0.9160161949778147,0.9189687308292517,0.9201202017013176,0.9193510040986697,0.9187218648384423,0.0014084600120734087,79
0.08772540092468262,0.004079763030112969,0.0033060550689697266,0.0035191951656576618,entropy,21,0.056609090909090914,"OrderedDict([('criterion', 'entropy'), ('max_depth', 21), ('min_samples_leaf', 0.056609090909090914)])",0.9142710526968444,0.9136448673678178,0.9198347509164438,0.9161339887414442,0.918375665597141,0.9164520650639382,0.00236140420028131,79,0.9172831308504329,0.9180696215353977,0.9198765003421515,0.9204181185477665,0.9186343697368554,0.9188563482025207,0.0011509181660026107,78
0.13834972381591798,0.0036841745968114333,0.005699920654296875,0.004712213064983113,entropy,6,0.0011090909090909092,"OrderedDict([('criterion', 'entropy'), ('max_depth', 6), ('min_samples_leaf', 0.0011090909090909092)])",0.9457938896471081,0.9424507989177199,0.9470685288825438,0.9432783250528926,0.9444812742756937,0.9446145633551917,0.0016672092029706475,47,0.9494770113334416,0.9502733131463845,0.9484654421014186,0.9492677553103555,0.9489006219741639,0.9492768287731529,0.0006054777250963637,47
0.0868114948272705,0.013753883653167176,0.007231473922729492,0.0037095970583755347,entropy,15,0.06266363636363637,"OrderedDict([('criterion', 'entropy'), ('max_depth', 15), ('min_samples_leaf', 0.06266363636363637)])",0.9117826961849138,0.9120523550022289,0.9183082786040561,0.9088326433924814,0.9127332697680437,0.9127418485903448,0.0030874739421616823,81,0.9145461857765248,0.9183595881686828,0.917631482141393,0.9128340793056623,0.9127685763141536,0.9152279823412833,0.002359155045912985,81
0.16572847366333007,0.0030304578211868523,0.007741308212280274,0.0013694546646010762,gini,28,0.0011090909090909092,"OrderedDict([('criterion', 'gini'), ('max_depth', 28), ('min_samples_leaf', 0.0011090909090909092)])",0.9537297574801121,0.9500809371005293,0.9563008790176505,0.9498439065655058,0.9572299611472858,0.9534370882622166,0.0030609652990511863,28,0.9729684630273024,0.9730957679785058,0.9728754157535261,0.9737910543790136,0.9722633804139695,0.9729988163104636,0.0004886830793672237,25
0.11717524528503417,0.002863954657680442,0.008690261840820312,0.002231088923626157,gini,25,0.013218181818181818,"OrderedDict([('criterion', 'gini'), ('max_depth', 25), ('min_samples_leaf', 0.013218181818181818)])",0.9381424839409306,0.9402441365622742,0.9431177766399031,0.9382369297643661,0.9411755578750887,0.9401833769565127,0.0018736444262254068,52,0.9429051016010978,0.9462507066340283,0.9432394762230069,0.9428415073391996,0.9424690044629761,0.9435411592520617,0.0013766813495811217,52
0.07058911323547364,0.0029855102471153957,0.004061651229858398,0.003631604022693691,gini,22,0.06972727272727273,"OrderedDict([('criterion', 'gini'), ('max_depth', 22), ('min_samples_leaf', 0.06972727272727273)])",0.9107503430014575,0.9065798135936216,0.9137051491361016,0.9089942454875647,0.9129756779237637,0.9106010458285019,0.002609549409397235,82,0.9141075169537768,0.9123521890019753,0.9131876680188312,0.9105288792903008,0.9101349795933199,0.9120622465716408,0.0015231115657073433,85
0.12388672828674316,0.006105027273485565,0.005298900604248047,0.004578871298247494,gini,7,0.0011090909090909092,"OrderedDict([('criterion', 'gini'), ('max_depth', 7), ('min_samples_leaf', 0.0011090909090909092)])",0.946138871651733,0.9428080719784112,0.9493553453103666,0.9456146750647472,0.9499012950771402,0.9467636518164795,0.002604564842081696,41,0.9525057111740729,0.9540761226994671,0.9528818477284263,0.9549318352001129,0.9540523759544635,0.9536895785513085,0.0008807055086494067,41
0.12858409881591798,0.0048778480721579885,0.005508136749267578,0.004654190287325056,gini,8,0.006154545454545455,"OrderedDict([('criterion', 'gini'), ('max_depth', 8), ('min_samples_leaf', 0.006154545454545455)])",0.9441731583488563,0.9453313249686263,0.9489658264689883,0.9413611045571825,0.9467267806820158,0.9453116390051338,0.002540037801016612,42,0.9499379731461057,0.9523012783618845,0.9496104595358718,0.9501835854333281,0.9499217243213102,0.9503910041597001,0.0009723045439949306,42
0.097847318649292,0.0026852414795032445,0.004554367065429688,0.0030734739890332587,gini,5,0.0011090909090909092,"OrderedDict([('criterion', 'gini'), ('max_depth', 5), ('min_samples_leaf', 0.0011090909090909092)])",0.9340769550639806,0.9315790557843217,0.9342994463789123,0.9354660328764229,0.936518351670356,0.9343879683547988,0.0016550112640011984,56,0.9369106273857651,0.9394399933068565,0.9343514119184319,0.9384416264135003,0.937583002217723,0.9373453322484554,0.0017203767099306924,56
0.09647488594055176,0.0017453469040331741,0.006600236892700196,0.0004893821964975803,gini,5,0.005145454545454546,"OrderedDict([('criterion', 'gini'), ('max_depth', 5), ('min_samples_leaf', 0.005145454545454546)])",0.933152576357129,0.9306396939840322,0.9342858129095722,0.934471667620065,0.9356330665250189,0.9336365634791634,0.0016923603910686503,58,0.9363469114633198,0.9383215943079541,0.9345246722511069,0.9373607655280912,0.9365123690325875,0.9366132625166118,0.001258609545280173,58
0.2092282772064209,0.019917795790441117,0.009771299362182618,0.0008764356393741819,entropy,20,0.0011090909090909092,"OrderedDict([('criterion', 'entropy'), ('max_depth', 20), ('min_samples_leaf', 0.0011090909090909092)])",0.9560963450081074,0.9516754727652637,0.9546495573848944,0.9535966104235015,0.9559534051842205,0.9543942781531974,0.0016383682557985198,18,0.9741210665474455,0.9744369744008669,0.9733002801125549,0.9742814996234798,0.9730974615650156,0.9738474564498725,0.0005427120135072214,14
0.20361967086791993,0.001816157437243005,0.00782475471496582,0.0012069544583171064,entropy,23,0.0011090909090909092,"OrderedDict([('criterion', 'entropy'), ('max_depth', 23), ('min_samples_leaf', 0.0011090909090909092)])",0.9560963450081074,0.9516754727652637,0.9547068401630004,0.9535966104235015,0.9559534051842205,0.9544057347088188,0.0016403124073507578,5,0.9741210665474455,0.9744369744008669,0.9733010296205241,0.9742814996234798,0.9730974615650156,0.9738476063514664,0.0005425609406111475,1
0.08715739250183105,0.004837847737554234,0.0074446678161621095,0.004996681083689828,gini,28,0.03642727272727273,"OrderedDict([('criterion', 'gini'), ('max_depth', 28), ('min_samples_leaf', 0.03642727272727273)])",0.9263076488348451,0.9233828684437856,0.9265492840280262,0.924137065691293,0.9268800141212826,0.9254513762238465,0.0014132053767920187,67,0.9288053427808957,0.9287269837557748,0.9276960972202236,0.927114444785533,0.926890419961719,0.9278466577008292,0.000795895203039142,67
0.11983976364135743,0.027378052421810406,0.010005760192871093,0.0069543076013111925,entropy,23,0.030372727272727273,"OrderedDict([('criterion', 'entropy'), ('max_depth', 23), ('min_samples_leaf', 0.030372727272727273)])",0.930312608991911,0.9262002068645759,0.9316492780891444,0.9261942502035141,0.9302155896607726,0.9289143867619837,0.002275684528737401,63,0.9317703970788586,0.930891178263277,0.9318761002081534,0.931102843972797,0.9313483797582598,0.9313977798562693,0.00037781124193487657,63
0.21385569572448732,0.009331603876188749,0.004491662979125977,0.003953557966157124,entropy,18,0.0011090909090909092,"OrderedDict([('criterion', 'entropy'), ('max_depth', 18), ('min_samples_leaf', 0.0011090909090909092)])",0.9560963450081074,0.9516754727652637,0.9546129974562585,0.9535966104235015,0.9559534051842205,0.9543869661674703,0.0016372938667057147,19,0.9741210665474455,0.9744369744008669,0.9732970208761942,0.9742814996234798,0.9730974615650156,0.9738468046026003,0.0005433703893572453,16
0.1687227249145508,0.003535391109222726,0.005293941497802735,0.0036808741105265924,entropy,8,0.0011090909090909092,"OrderedDict([('criterion', 'entropy'), ('max_depth', 8), ('min_samples_leaf', 0.0011090909090909092)])",0.9509580911431038,0.9495107599631346,0.9527525418845589,0.9493810163155634,0.9530802787855618,0.9511365376183845,0.001558618021632138,39,0.9603366296622977,0.9614887525880688,0.9596427004600923,0.9614156072395769,0.9608865602134324,0.9607540500326938,0.0006934468067553624,38
0.1807321071624756,0.004143400445360318,0.005765151977539062,0.003210192609649067,entropy,9,0.0011090909090909092,"OrderedDict([('criterion', 'entropy'), ('max_depth', 9), ('min_samples_leaf', 0.0011090909090909092)])",0.9541734631552234,0.9504728313046084,0.9541873343323758,0.9518456296568685,0.9536440415365887,0.952864659997133,0.001471674965238285,33,0.9645553963140406,0.9657192418799797,0.9644577823823964,0.965843196103053,0.9649590053832894,0.9651069244125517,0.0005769709422718556,33
0.09124846458435058,0.002059847817674447,0.007544469833374023,0.003324854100879177,entropy,23,0.045509090909090916,"OrderedDict([('criterion', 'entropy'), ('max_depth', 23), ('min_samples_leaf', 0.045509090909090916)])",0.9205414114932196,0.9189495084476015,0.9215195705139717,0.9175325761143437,0.9201461749982189,0.9197378483134709,0.0013763490604817444,72,0.9219537493234276,0.9232057132956654,0.9212411910643339,0.9212619480760775,0.9205432183058191,0.9216411640130648,0.0009005322755550118,73
0.1965404987335205,0.0057386985626287435,0.00648951530456543,0.0036670718402117006,entropy,12,0.0011090909090909092,"OrderedDict([('criterion', 'entropy'), ('max_depth', 12), ('min_samples_leaf', 0.0011090909090909092)])",0.9551020535558191,0.9522849784842795,0.9543647215120231,0.9543084270635968,0.955528373379599,0.9543177107990634,0.0011149165262411376,23,0.971817166693561,0.9727832454081075,0.9715496965580691,0.9725483103799721,0.9719223949400905,0.97212416279596,0.00046459862154021175,30
