mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_leaf,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.20079984664916992,0.012952313314660936,0.01841278076171875,0.004313245414245099,0.055600000000000004,4,entropy,"{'min_samples_leaf': 0.055600000000000004, 'max_depth': 4, 'criterion': 'entropy'}",0.9101424194324741,0.9118791866262909,0.91677381920119,0.91340201499504,0.9148998930369814,0.9134194666583951,0.002304567156866492,60,0.9137281927125196,0.9161660313966641,0.9162428021110375,0.917439588825386,0.9153549277202068,0.9157863085531629,0.0012253849763505806
0.19458580017089844,0.00947828816452472,0.017080211639404298,0.007769901985083326,0.04248181818181819,27,gini,"{'min_samples_leaf': 0.04248181818181819, 'max_depth': 27, 'criterion': 'gini'}",0.921471576945394,0.9207696734494047,0.9232238398606306,0.9231262970952553,0.9232151427424767,0.9223613060186322,0.001037605434265054,34,0.9247384363641679,0.9252568575380345,0.9232261811061839,0.9251693300496951,0.9234492628210506,0.9243680135758264,0.0008622353577418406
0.18650350570678711,0.004430241912421843,0.01818838119506836,0.004035291381445614,0.04651818181818182,9,gini,"{'min_samples_leaf': 0.04651818181818182, 'max_depth': 9, 'criterion': 'gini'}",0.9186507878628959,0.9195001940948578,0.9213680087659224,0.9211881753341228,0.9233753206721936,0.9208164973459985,0.0016378545724213104,40,0.9219501321651827,0.9235600826964124,0.9214748647050767,0.9236575839275852,0.9229165576813649,0.9227118442351244,0.0008678897721978067
0.28731532096862794,0.014242439479684735,0.012449359893798828,0.0024650596836251044,0.01927272727272727,9,entropy,"{'min_samples_leaf': 0.01927272727272727, 'max_depth': 9, 'criterion': 'entropy'}",0.9330187793679059,0.9330986140583276,0.9364221325138241,0.9320841354648469,0.9346913575852223,0.9338630037980253,0.0015294893847385797,11,0.9362165766833983,0.9394121076982617,0.9365658071106356,0.9368683930062808,0.9357087062439873,0.9369543181485127,0.0012880112510005263
0.1500764846801758,0.003449471802205007,0.014202547073364259,0.004183534114401759,0.09394545454545455,14,entropy,"{'min_samples_leaf': 0.09394545454545455, 'max_depth': 14, 'criterion': 'entropy'}",0.9015587238647975,0.9007549314352951,0.9040837552629171,0.9023728599495473,0.899822988431975,0.9017186517889064,0.0014539309601156205,91,0.9051580805662182,0.9064599320326684,0.9021035793806257,0.9043975242914989,0.897836221133495,0.9031910674809012,0.003028767529673275
0.16806387901306152,0.008741325423358507,0.013757562637329102,0.003653021548923464,0.07880909090909091,6,entropy,"{'min_samples_leaf': 0.07880909090909091, 'max_depth': 6, 'criterion': 'entropy'}",0.905248947375341,0.9024031265396356,0.9057149056597122,0.9020727436993338,0.9055254724975393,0.9041930391543124,0.0016066012840912822,83,0.9093425309211337,0.9081554683200709,0.9043241814438677,0.9045086421224905,0.9042807472989054,0.9061223140212936,0.0021786279645982258
0.1420909881591797,0.0092627971592265,0.011463212966918945,0.0011428783668747707,0.1,30,gini,"{'min_samples_leaf': 0.1, 'max_depth': 30, 'criterion': 'gini'}",0.8968608521940813,0.8959094403067644,0.8990983485594928,0.9005066028069981,0.9037581008209714,0.8992266689376617,0.002785306675978556,100,0.9005757730875555,0.9022874471277508,0.8982424942478575,0.9015808585728617,0.9008167883637187,0.9007006722799489,0.0013685250687127028
0.19738321304321288,0.00772029888828828,0.014630317687988281,0.004625550979590647,0.058627272727272736,10,entropy,"{'min_samples_leaf': 0.058627272727272736, 'max_depth': 10, 'criterion': 'entropy'}",0.9133933933381205,0.912073000368559,0.9193862078010436,0.911642929438646,0.9167638451793154,0.9146518752251369,0.0029719505029028957,55,0.9166113181859951,0.9183703351848661,0.9187262437234663,0.9165390780934642,0.9166716536659653,0.9173837257707514,0.0009584197877268552
0.16729116439819336,0.007681102697425099,0.012075376510620118,0.006695360125791391,0.06569090909090909,13,gini,"{'min_samples_leaf': 0.06569090909090909, 'max_depth': 13, 'criterion': 'gini'}",0.9106141035842246,0.9065359109072837,0.9145687905880718,0.9086560257174551,0.9122074274861255,0.9105164516566321,0.002778354739861035,64,0.9141435022636446,0.9123714787609908,0.9140098914800229,0.9107430612181547,0.9098666371789527,0.912226914180353,0.00171148730564339
0.1964860439300537,0.020059821037668034,0.015479040145874024,0.005532858470567953,0.06266363636363637,11,entropy,"{'min_samples_leaf': 0.06266363636363637, 'max_depth': 11, 'criterion': 'entropy'}",0.9117826961849138,0.9120523550022289,0.9183082786040561,0.9088326433924814,0.9127332697680437,0.9127418485903448,0.0030874739421616823,61,0.9145461857765248,0.9183595881686828,0.917631482141393,0.9128340793056623,0.9127685763141536,0.9152279823412833,0.002359155045912985
